,movie,year,imdb,metascore,votes,n_imdb
2203,The Happening,2008,5.0,34,183880,50.0
2204,Madagascar: Escape 2 Africa,2008,6.7,61,178066,67.0
2205,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,175410,65.0
2206,Revolutionary Road,2008,7.3,69,174903,73.0
2207,You Don't Mess with the Zohan,2008,5.5,54,174823,55.0
2208,The Dark Knight,2008,9.0,84,2013486,90.0
2209,WALL·E,2008,8.4,95,884108,84.0
2210,Iron Man,2008,7.9,79,830506,79.0
2211,Slumdog Millionaire,2008,8.0,86,735118,80.0
2212,Gran Torino,2008,8.1,72,658943,81.0
2213,Taken,2008,7.8,50,532491,78.0
2214,The Curious Case of Benjamin Button,2008,7.8,70,529793,78.0
2215,Hancock,2008,6.4,49,403687,64.0
2216,Twilight,2008,5.2,56,387551,52.0
2217,The Incredible Hulk,2008,6.8,61,386455,68.0
2218,The Hurt Locker,2008,7.6,94,385679,76.0
2219,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,385193,62.0
2220,Quantum of Solace,2008,6.6,58,372402,66.0
2221,Kung Fu Panda,2008,7.6,73,370973,76.0
2222,In Bruges,2008,7.9,67,355875,79.0
2223,Tropic Thunder,2008,7.0,71,346696,70.0
2224,Cloverfield,2008,7.0,64,346205,70.0
2225,Wanted,2008,6.7,64,335398,67.0
2226,Yes Man,2008,6.8,46,306218,68.0
2227,Pineapple Express,2008,7.0,64,288289,70.0
2228,Burn After Reading,2008,7.0,63,283017,70.0
2229,The Wrestler,2008,7.9,81,274819,79.0
2230,Jumper,2008,6.1,35,268477,61.0
2231,Seven Pounds,2008,7.6,36,264388,76.0
2232,Forgetting Sarah Marshall,2008,7.2,67,244213,72.0
2233,Step Brothers,2008,6.9,51,242487,69.0
2234,Hellboy II: The Golden Army,2008,7.0,78,235628,70.0
2235,Vicky Cristina Barcelona,2008,7.1,70,224685,71.0
2236,Changeling,2008,7.7,63,220688,77.0
2237,RocknRolla,2008,7.3,53,217092,73.0
2238,The Reader,2008,7.6,58,214970,76.0
2239,21,2008,6.8,48,210998,68.0
2240,Valkyrie,2008,7.1,56,210725,71.0
2241,Role Models,2008,6.9,61,209547,69.0
2242,Rambo,2008,7.0,46,198975,70.0
2243,Body of Lies,2008,7.1,57,196610,71.0
2244,Ip Man,2008,8.0,59,193655,80.0
2245,Let the Right One In,2008,7.9,82,192836,79.0
2246,Get Smart,2008,6.5,54,187589,65.0
2247,Mamma Mia!,2008,6.4,51,187101,64.0
2248,Death Race,2008,6.4,43,185406,64.0
2249,The Happening,2008,5.0,34,183880,50.0
2250,Madagascar: Escape 2 Africa,2008,6.7,61,178066,67.0
2251,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,175410,65.0
2252,Revolutionary Road,2008,7.3,69,174903,73.0
2253,You Don't Mess with the Zohan,2008,5.5,54,174825,55.0
2254,The Dark Knight,2008,9.0,84,2013516,90.0
2255,WALL·E,2008,8.4,95,884108,84.0
2256,Iron Man,2008,7.9,79,830506,79.0
2257,Slumdog Millionaire,2008,8.0,86,735118,80.0
2258,Gran Torino,2008,8.1,72,658943,81.0
2259,Taken,2008,7.8,50,532491,78.0
2260,The Curious Case of Benjamin Button,2008,7.8,70,529793,78.0
2261,Hancock,2008,6.4,49,403687,64.0
2262,Twilight,2008,5.2,56,387551,52.0
2263,The Incredible Hulk,2008,6.8,61,386455,68.0
2264,The Hurt Locker,2008,7.6,94,385679,76.0
2265,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,385193,62.0
2266,Quantum of Solace,2008,6.6,58,372402,66.0
2267,Kung Fu Panda,2008,7.6,73,370973,76.0
2268,In Bruges,2008,7.9,67,355880,79.0
2269,Tropic Thunder,2008,7.0,71,346696,70.0
2270,Cloverfield,2008,7.0,64,346211,70.0
2271,Wanted,2008,6.7,64,335398,67.0
2272,Yes Man,2008,6.8,46,306218,68.0
2273,Pineapple Express,2008,7.0,64,288289,70.0
2274,Burn After Reading,2008,7.0,63,283017,70.0
2275,The Wrestler,2008,7.9,81,274819,79.0
2276,Jumper,2008,6.1,35,268477,61.0
2277,Seven Pounds,2008,7.6,36,264388,76.0
2278,Forgetting Sarah Marshall,2008,7.2,67,244213,72.0
2279,Step Brothers,2008,6.9,51,242487,69.0
2280,Hellboy II: The Golden Army,2008,7.0,78,235628,70.0
2281,Vicky Cristina Barcelona,2008,7.1,70,224685,71.0
2282,Changeling,2008,7.7,63,220688,77.0
2283,RocknRolla,2008,7.3,53,217092,73.0
2284,The Reader,2008,7.6,58,214970,76.0
2285,21,2008,6.8,48,210998,68.0
2286,Valkyrie,2008,7.1,56,210725,71.0
2287,Role Models,2008,6.9,61,209547,69.0
2288,Rambo,2008,7.0,46,198975,70.0
2289,Body of Lies,2008,7.1,57,196610,71.0
2290,Ip Man,2008,8.0,59,193657,80.0
2291,Let the Right One In,2008,7.9,82,192836,79.0
2292,Get Smart,2008,6.5,54,187589,65.0
2293,Mamma Mia!,2008,6.4,51,187101,64.0
2294,Death Race,2008,6.4,43,185406,64.0
2295,The Happening,2008,5.0,34,183880,50.0
2296,Madagascar: Escape 2 Africa,2008,6.7,61,178066,67.0
2297,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,175410,65.0
2298,Revolutionary Road,2008,7.3,69,174903,73.0
2299,You Don't Mess with the Zohan,2008,5.5,54,174825,55.0
2300,Inglourious Basterds,2009,8.3,69,1091553,83.0
2301,Avatar,2009,7.8,83,1022081,78.0
2302,Up,2009,8.3,88,824145,83.0
2303,The Hangover,2009,7.7,73,658213,77.0
2304,District 9,2009,7.9,81,596172,79.0
2305,Star Trek,2009,8.0,82,551820,80.0
2306,Sherlock Holmes,2009,7.6,57,540998,76.0
2307,Zombieland,2009,7.6,73,448594,76.0
2308,Watchmen,2009,7.6,56,446950,76.0
2309,500 Days of Summer,2009,7.7,76,433917,77.0
2310,X-Men Origins: Wolverine,2009,6.6,40,427271,66.0
2311,Harry Potter and the Half-Blood Prince,2009,7.6,78,406674,76.0
2312,Transformers: Revenge of the Fallen,2009,6.0,35,360267,60.0
2313,2012,2009,5.8,49,322555,58.0
2314,Terminator Salvation,2009,6.6,49,316194,66.0
2315,Moon,2009,7.9,67,307183,79.0
2316,Up in the Air,2009,7.4,83,297519,74.0
2317,3 Idiots,2009,8.4,67,291000,84.0
2318,The Proposal,2009,6.7,48,267121,67.0
2319,The Blind Side,2009,7.7,53,261801,77.0
2320,Public Enemies,2009,7.0,70,257927,70.0
2321,Law Abiding Citizen,2009,7.4,34,248363,74.0
2322,Angels & Demons,2009,6.7,48,248119,67.0
2323,The Twilight Saga: New Moon,2009,4.7,44,244921,47.0
2324,Fast & Furious,2009,6.6,46,238015,66.0
2325,Knowing,2009,6.2,41,206480,62.0
2326,The Road,2009,7.3,64,204075,73.0
2327,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,198611,70.0
2328,The Girl with the Dragon Tattoo,2009,7.8,76,195268,78.0
2329,Mr. Nobody,2009,7.8,63,192974,78.0
2330,G.I. Joe: The Rise of Cobra,2009,5.8,32,189553,58.0
2331,The Ugly Truth,2009,6.5,28,186905,65.0
2332,"I Love You, Man",2009,7.0,70,183636,70.0
2333,Cloudy with a Chance of Meatballs,2009,7.0,66,182006,70.0
2334,Coraline,2009,7.7,80,175641,77.0
2335,Drag Me to Hell,2009,6.6,83,175047,66.0
2336,Fantastic Mr. Fox,2009,7.8,83,172940,78.0
2337,Orphan,2009,7.0,42,172033,70.0
2338,The Taking of Pelham 123,2009,6.4,55,170417,64.0
2339,The Secret in Their Eyes,2009,8.2,80,169293,82.0
2340,17 Again,2009,6.4,48,164303,64.0
2341,Surrogates,2009,6.3,45,162077,63.0
2342,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,156984,60.0
2343,He's Just Not That Into You,2009,6.4,47,147752,64.0
2344,Inglourious Basterds,2009,8.3,69,1091553,83.0
2345,Avatar,2009,7.8,83,1022102,78.0
2346,Up,2009,8.3,88,824132,83.0
2347,The Hangover,2009,7.7,73,658213,77.0
2348,District 9,2009,7.9,81,596172,79.0
2349,Star Trek,2009,8.0,82,551820,80.0
2350,Sherlock Holmes,2009,7.6,57,540998,76.0
2351,Zombieland,2009,7.6,73,448594,76.0
2352,Watchmen,2009,7.6,56,446950,76.0
2353,500 Days of Summer,2009,7.7,76,433917,77.0
2354,X-Men Origins: Wolverine,2009,6.6,40,427271,66.0
2355,Harry Potter and the Half-Blood Prince,2009,7.6,78,406674,76.0
2356,Transformers: Revenge of the Fallen,2009,6.0,35,360267,60.0
2357,2012,2009,5.8,49,322558,58.0
2358,Terminator Salvation,2009,6.6,49,316194,66.0
2359,Moon,2009,7.9,67,307183,79.0
2360,Up in the Air,2009,7.4,83,297519,74.0
2361,3 Idiots,2009,8.4,67,291000,84.0
2362,The Proposal,2009,6.7,48,267121,67.0
2363,The Blind Side,2009,7.7,53,261801,77.0
2364,Public Enemies,2009,7.0,70,257927,70.0
2365,Law Abiding Citizen,2009,7.4,34,248363,74.0
2366,Angels & Demons,2009,6.7,48,248119,67.0
2367,The Twilight Saga: New Moon,2009,4.7,44,244920,47.0
2368,Fast & Furious,2009,6.6,46,238015,66.0
2369,Knowing,2009,6.2,41,206480,62.0
2370,The Road,2009,7.3,64,204075,73.0
2371,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,198611,70.0
2372,The Girl with the Dragon Tattoo,2009,7.8,76,195268,78.0
2373,Mr. Nobody,2009,7.8,63,192974,78.0
2374,G.I. Joe: The Rise of Cobra,2009,5.8,32,189553,58.0
2375,The Ugly Truth,2009,6.5,28,186905,65.0
2376,"I Love You, Man",2009,7.0,70,183636,70.0
2377,Cloudy with a Chance of Meatballs,2009,7.0,66,182006,70.0
2378,Coraline,2009,7.7,80,175641,77.0
2379,Drag Me to Hell,2009,6.6,83,175047,66.0
2380,Fantastic Mr. Fox,2009,7.8,83,172940,78.0
2381,Orphan,2009,7.0,42,172033,70.0
2382,The Taking of Pelham 123,2009,6.4,55,170417,64.0
2383,The Secret in Their Eyes,2009,8.2,80,169293,82.0
2384,17 Again,2009,6.4,48,164303,64.0
2385,Surrogates,2009,6.3,45,162077,63.0
2386,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,156984,60.0
2387,He's Just Not That Into You,2009,6.4,47,147752,64.0
2388,Inglourious Basterds,2009,8.3,69,1091553,83.0
2389,Avatar,2009,7.8,83,1022081,78.0
2390,Up,2009,8.3,88,824145,83.0
2391,The Hangover,2009,7.7,73,658213,77.0
2392,District 9,2009,7.9,81,596172,79.0
2393,Star Trek,2009,8.0,82,551820,80.0
2394,Sherlock Holmes,2009,7.6,57,540998,76.0
2395,Zombieland,2009,7.6,73,448594,76.0
2396,Watchmen,2009,7.6,56,446950,76.0
2397,500 Days of Summer,2009,7.7,76,433917,77.0
2398,X-Men Origins: Wolverine,2009,6.6,40,427271,66.0
2399,Harry Potter and the Half-Blood Prince,2009,7.6,78,406674,76.0
2400,Transformers: Revenge of the Fallen,2009,6.0,35,360267,60.0
2401,2012,2009,5.8,49,322558,58.0
2402,Terminator Salvation,2009,6.6,49,316194,66.0
2403,Moon,2009,7.9,67,307183,79.0
2404,Up in the Air,2009,7.4,83,297519,74.0
2405,3 Idiots,2009,8.4,67,291000,84.0
2406,The Proposal,2009,6.7,48,267121,67.0
2407,The Blind Side,2009,7.7,53,261801,77.0
2408,Public Enemies,2009,7.0,70,257927,70.0
2409,Law Abiding Citizen,2009,7.4,34,248363,74.0
2410,Angels & Demons,2009,6.7,48,248119,67.0
2411,The Twilight Saga: New Moon,2009,4.7,44,244920,47.0
2412,Fast & Furious,2009,6.6,46,238018,66.0
2413,Knowing,2009,6.2,41,206480,62.0
2414,The Road,2009,7.3,64,204075,73.0
2415,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,198611,70.0
2416,The Girl with the Dragon Tattoo,2009,7.8,76,195268,78.0
2417,Mr. Nobody,2009,7.8,63,192974,78.0
2418,G.I. Joe: The Rise of Cobra,2009,5.8,32,189553,58.0
2419,The Ugly Truth,2009,6.5,28,186905,65.0
2420,"I Love You, Man",2009,7.0,70,183636,70.0
2421,Cloudy with a Chance of Meatballs,2009,7.0,66,182006,70.0
2422,Coraline,2009,7.7,80,175641,77.0
2423,Drag Me to Hell,2009,6.6,83,175047,66.0
2424,Fantastic Mr. Fox,2009,7.8,83,172943,78.0
2425,Orphan,2009,7.0,42,172033,70.0
2426,The Taking of Pelham 123,2009,6.4,55,170417,64.0
2427,The Secret in Their Eyes,2009,8.2,80,169293,82.0
2428,17 Again,2009,6.4,48,164303,64.0
2429,Surrogates,2009,6.3,45,162077,63.0
2430,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,156984,60.0
2431,He's Just Not That Into You,2009,6.4,47,147752,64.0
2432,Inglourious Basterds,2009,8.3,69,1091553,83.0
2433,Avatar,2009,7.8,83,1022081,78.0
2434,Up,2009,8.3,88,824145,83.0
2435,The Hangover,2009,7.7,73,658213,77.0
2436,District 9,2009,7.9,81,596172,79.0
2437,Star Trek,2009,8.0,82,551820,80.0
2438,Sherlock Holmes,2009,7.6,57,540998,76.0
2439,Zombieland,2009,7.6,73,448594,76.0
2440,Watchmen,2009,7.6,56,446950,76.0
2441,500 Days of Summer,2009,7.7,76,433917,77.0
2442,X-Men Origins: Wolverine,2009,6.6,40,427277,66.0
2443,Harry Potter and the Half-Blood Prince,2009,7.6,78,406674,76.0
2444,Transformers: Revenge of the Fallen,2009,6.0,35,360267,60.0
2445,2012,2009,5.8,49,322558,58.0
2446,Terminator Salvation,2009,6.6,49,316194,66.0
2447,Moon,2009,7.9,67,307183,79.0
2448,Up in the Air,2009,7.4,83,297519,74.0
2449,3 Idiots,2009,8.4,67,291000,84.0
2450,The Proposal,2009,6.7,48,267121,67.0
2451,The Blind Side,2009,7.7,53,261801,77.0
2452,Public Enemies,2009,7.0,70,257930,70.0
2453,Law Abiding Citizen,2009,7.4,34,248363,74.0
2454,Angels & Demons,2009,6.7,48,248119,67.0
2455,The Twilight Saga: New Moon,2009,4.7,44,244920,47.0
2456,Fast & Furious,2009,6.6,46,238018,66.0
2457,Knowing,2009,6.2,41,206480,62.0
2458,The Road,2009,7.3,64,204075,73.0
2459,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,198611,70.0
2460,The Girl with the Dragon Tattoo,2009,7.8,76,195268,78.0
2461,Mr. Nobody,2009,7.8,63,192974,78.0
2462,G.I. Joe: The Rise of Cobra,2009,5.8,32,189553,58.0
2463,The Ugly Truth,2009,6.5,28,186905,65.0
2464,"I Love You, Man",2009,7.0,70,183636,70.0
2465,Cloudy with a Chance of Meatballs,2009,7.0,66,182006,70.0
2466,Coraline,2009,7.7,80,175642,77.0
2467,Drag Me to Hell,2009,6.6,83,175047,66.0
2468,Fantastic Mr. Fox,2009,7.8,83,172943,78.0
2469,Orphan,2009,7.0,42,172033,70.0
2470,The Taking of Pelham 123,2009,6.4,55,170417,64.0
2471,The Secret in Their Eyes,2009,8.2,80,169293,82.0
2472,17 Again,2009,6.4,48,164303,64.0
2473,Surrogates,2009,6.3,45,162077,63.0
2474,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,156984,60.0
2475,He's Just Not That Into You,2009,6.4,47,147752,64.0
2476,Inglourious Basterds,2009,8.3,69,1091553,83.0
2477,Avatar,2009,7.8,83,1022081,78.0
2478,Up,2009,8.3,88,824132,83.0
2479,The Hangover,2009,7.7,73,658213,77.0
2480,District 9,2009,7.9,81,596172,79.0
2481,Star Trek,2009,8.0,82,551820,80.0
2482,Sherlock Holmes,2009,7.6,57,540998,76.0
2483,Zombieland,2009,7.6,73,448594,76.0
2484,Watchmen,2009,7.6,56,446950,76.0
2485,500 Days of Summer,2009,7.7,76,433917,77.0
2486,X-Men Origins: Wolverine,2009,6.6,40,427277,66.0
2487,Harry Potter and the Half-Blood Prince,2009,7.6,78,406674,76.0
2488,Transformers: Revenge of the Fallen,2009,6.0,35,360267,60.0
2489,2012,2009,5.8,49,322558,58.0
2490,Terminator Salvation,2009,6.6,49,316194,66.0
2491,Moon,2009,7.9,67,307183,79.0
2492,Up in the Air,2009,7.4,83,297520,74.0
2493,3 Idiots,2009,8.4,67,291000,84.0
2494,The Proposal,2009,6.7,48,267121,67.0
2495,The Blind Side,2009,7.7,53,261801,77.0
2496,Public Enemies,2009,7.0,70,257930,70.0
2497,Law Abiding Citizen,2009,7.4,34,248363,74.0
2498,Angels & Demons,2009,6.7,48,248119,67.0
2499,The Twilight Saga: New Moon,2009,4.7,44,244920,47.0
2500,Fast & Furious,2009,6.6,46,238018,66.0
2501,Knowing,2009,6.2,41,206480,62.0
2502,The Road,2009,7.3,64,204075,73.0
2503,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,198611,70.0
2504,The Girl with the Dragon Tattoo,2009,7.8,76,195268,78.0
2505,Mr. Nobody,2009,7.8,63,192974,78.0
2506,G.I. Joe: The Rise of Cobra,2009,5.8,32,189553,58.0
2507,The Ugly Truth,2009,6.5,28,186905,65.0
2508,"I Love You, Man",2009,7.0,70,183636,70.0
2509,Cloudy with a Chance of Meatballs,2009,7.0,66,182006,70.0
2510,Coraline,2009,7.7,80,175642,77.0
2511,Drag Me to Hell,2009,6.6,83,175047,66.0
2512,Fantastic Mr. Fox,2009,7.8,83,172943,78.0
2513,Orphan,2009,7.0,42,172033,70.0
2514,The Taking of Pelham 123,2009,6.4,55,170422,64.0
2515,The Secret in Their Eyes,2009,8.2,80,169293,82.0
2516,17 Again,2009,6.4,48,164303,64.0
2517,Surrogates,2009,6.3,45,162077,63.0
2518,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,156984,60.0
2519,He's Just Not That Into You,2009,6.4,47,147752,64.0
2520,Inception,2010,8.8,74,1792873,88.0
2521,Shutter Island,2010,8.1,63,980126,81.0
2522,Toy Story 3,2010,8.3,92,664984,83.0
2523,Black Swan,2010,8.0,79,636663,80.0
2524,Iron Man 2,2010,7.0,57,631204,70.0
2525,How to Train Your Dragon,2010,8.1,74,592689,81.0
2526,The King's Speech,2010,8.0,88,583127,80.0
2527,The Social Network,2010,7.7,95,559575,77.0
2528,Kick-Ass,2010,7.6,66,490083,76.0
2529,Despicable Me,2010,7.7,72,454876,77.0
2530,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,413568,77.0
2531,Tangled,2010,7.8,71,356808,78.0
2532,Alice in Wonderland,2010,6.5,53,352588,65.0
2533,Scott Pilgrim vs. the World,2010,7.5,69,330822,75.0
2534,Easy A,2010,7.1,72,323749,71.0
2535,127 Hours,2010,7.6,82,318253,76.0
2536,The Town,2010,7.6,74,317682,76.0
2537,The Fighter,2010,7.8,79,311699,78.0
2538,The Expendables,2010,6.5,45,303662,65.0
2539,Due Date,2010,6.6,51,299833,66.0
2540,TRON: Legacy,2010,6.8,49,292160,68.0
2541,True Grit,2010,7.6,80,278789,76.0
2542,Salt,2010,6.4,65,273963,64.0
2543,RED,2010,7.1,60,267950,71.0
2544,The Book of Eli,2010,6.9,53,266270,69.0
2545,Clash of the Titans,2010,5.8,39,252743,58.0
2546,Prince of Persia: The Sands of Time,2010,6.6,50,250677,66.0
2547,Insidious,2010,6.9,52,248234,69.0
2548,Robin Hood,2010,6.7,53,236426,67.0
2549,The A-Team,2010,6.8,47,232630,68.0
2550,The Other Guys,2010,6.7,64,217712,67.0
2551,The Twilight Saga: Eclipse,2010,5.0,58,208015,50.0
2552,Grown Ups,2010,6.0,30,206762,60.0
2553,The Tourist,2010,6.0,37,203417,60.0
2554,Megamind,2010,7.3,63,203288,73.0
2555,Predators,2010,6.4,51,196563,64.0
2556,Machete,2010,6.6,60,180317,66.0
2557,Unstoppable,2010,6.8,69,170428,68.0
2558,Knight and Day,2010,6.3,46,167707,63.0
2559,Blue Valentine,2010,7.4,81,167140,74.0
2560,The Next Three Days,2010,7.4,52,164903,74.0
2561,Love & Other Drugs,2010,6.7,55,164715,67.0
2562,Shrek Forever After,2010,6.3,58,163340,63.0
2563,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,162443,59.0
2564,Get Him to the Greek,2010,6.4,65,160057,64.0
2565,Hot Tub Time Machine,2010,6.4,63,152253,64.0
2566,Inception,2010,8.8,74,1792873,88.0
2567,Shutter Island,2010,8.1,63,980126,81.0
2568,Toy Story 3,2010,8.3,92,664984,83.0
2569,Black Swan,2010,8.0,79,636663,80.0
2570,Iron Man 2,2010,7.0,57,631204,70.0
2571,How to Train Your Dragon,2010,8.1,74,592693,81.0
2572,The King's Speech,2010,8.0,88,583127,80.0
2573,The Social Network,2010,7.7,95,559575,77.0
2574,Kick-Ass,2010,7.6,66,490083,76.0
2575,Despicable Me,2010,7.7,72,454876,77.0
2576,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,413568,77.0
2577,Tangled,2010,7.8,71,356808,78.0
2578,Alice in Wonderland,2010,6.5,53,352588,65.0
2579,Scott Pilgrim vs. the World,2010,7.5,69,330822,75.0
2580,Easy A,2010,7.1,72,323749,71.0
2581,127 Hours,2010,7.6,82,318253,76.0
2582,The Town,2010,7.6,74,317682,76.0
2583,The Fighter,2010,7.8,79,311699,78.0
2584,The Expendables,2010,6.5,45,303662,65.0
2585,Due Date,2010,6.6,51,299833,66.0
2586,TRON: Legacy,2010,6.8,49,292160,68.0
2587,True Grit,2010,7.6,80,278789,76.0
2588,Salt,2010,6.4,65,273963,64.0
2589,RED,2010,7.1,60,267950,71.0
2590,The Book of Eli,2010,6.9,53,266270,69.0
2591,Clash of the Titans,2010,5.8,39,252743,58.0
2592,Prince of Persia: The Sands of Time,2010,6.6,50,250677,66.0
2593,Insidious,2010,6.9,52,248234,69.0
2594,Robin Hood,2010,6.7,53,236426,67.0
2595,The A-Team,2010,6.8,47,232630,68.0
2596,The Other Guys,2010,6.7,64,217712,67.0
2597,The Twilight Saga: Eclipse,2010,5.0,58,208015,50.0
2598,Grown Ups,2010,6.0,30,206762,60.0
2599,The Tourist,2010,6.0,37,203417,60.0
2600,Megamind,2010,7.3,63,203288,73.0
2601,Predators,2010,6.4,51,196563,64.0
2602,Machete,2010,6.6,60,180317,66.0
2603,Unstoppable,2010,6.8,69,170428,68.0
2604,Knight and Day,2010,6.3,46,167707,63.0
2605,Blue Valentine,2010,7.4,81,167140,74.0
2606,The Next Three Days,2010,7.4,52,164903,74.0
2607,Love & Other Drugs,2010,6.7,55,164715,67.0
2608,Shrek Forever After,2010,6.3,58,163340,63.0
2609,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,162443,59.0
2610,Get Him to the Greek,2010,6.4,65,160057,64.0
2611,Hot Tub Time Machine,2010,6.4,63,152253,64.0
2612,Inception,2010,8.8,74,1792873,88.0
2613,Shutter Island,2010,8.1,63,980126,81.0
2614,Toy Story 3,2010,8.3,92,664984,83.0
2615,Black Swan,2010,8.0,79,636663,80.0
2616,Iron Man 2,2010,7.0,57,631204,70.0
2617,How to Train Your Dragon,2010,8.1,74,592693,81.0
2618,The King's Speech,2010,8.0,88,583127,80.0
2619,The Social Network,2010,7.7,95,559575,77.0
2620,Kick-Ass,2010,7.6,66,490083,76.0
2621,Despicable Me,2010,7.7,72,454876,77.0
2622,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,413568,77.0
2623,Tangled,2010,7.8,71,356808,78.0
2624,Alice in Wonderland,2010,6.5,53,352588,65.0
2625,Scott Pilgrim vs. the World,2010,7.5,69,330822,75.0
2626,Easy A,2010,7.1,72,323749,71.0
2627,127 Hours,2010,7.6,82,318253,76.0
2628,The Town,2010,7.6,74,317682,76.0
2629,The Fighter,2010,7.8,79,311699,78.0
2630,The Expendables,2010,6.5,45,303662,65.0
2631,Due Date,2010,6.6,51,299833,66.0
2632,TRON: Legacy,2010,6.8,49,292160,68.0
2633,True Grit,2010,7.6,80,278789,76.0
2634,Salt,2010,6.4,65,273963,64.0
2635,RED,2010,7.1,60,267950,71.0
2636,The Book of Eli,2010,6.9,53,266270,69.0
2637,Clash of the Titans,2010,5.8,39,252743,58.0
2638,Prince of Persia: The Sands of Time,2010,6.6,50,250677,66.0
2639,Insidious,2010,6.9,52,248234,69.0
2640,Robin Hood,2010,6.7,53,236426,67.0
2641,The A-Team,2010,6.8,47,232630,68.0
2642,The Other Guys,2010,6.7,64,217712,67.0
2643,The Twilight Saga: Eclipse,2010,5.0,58,208015,50.0
2644,Grown Ups,2010,6.0,30,206762,60.0
2645,The Tourist,2010,6.0,37,203417,60.0
2646,Megamind,2010,7.3,63,203288,73.0
2647,Predators,2010,6.4,51,196563,64.0
2648,Machete,2010,6.6,60,180317,66.0
2649,Unstoppable,2010,6.8,69,170428,68.0
2650,Knight and Day,2010,6.3,46,167707,63.0
2651,Blue Valentine,2010,7.4,81,167140,74.0
2652,The Next Three Days,2010,7.4,52,164903,74.0
2653,Love & Other Drugs,2010,6.7,55,164715,67.0
2654,Shrek Forever After,2010,6.3,58,163340,63.0
2655,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,162443,59.0
2656,Get Him to the Greek,2010,6.4,65,160057,64.0
2657,Hot Tub Time Machine,2010,6.4,63,152253,64.0
2658,Inception,2010,8.8,74,1792873,88.0
2659,Shutter Island,2010,8.1,63,980126,81.0
2660,Toy Story 3,2010,8.3,92,664984,83.0
2661,Black Swan,2010,8.0,79,636663,80.0
2662,Iron Man 2,2010,7.0,57,631204,70.0
2663,How to Train Your Dragon,2010,8.1,74,592693,81.0
2664,The King's Speech,2010,8.0,88,583127,80.0
2665,The Social Network,2010,7.7,95,559575,77.0
2666,Kick-Ass,2010,7.6,66,490083,76.0
2667,Despicable Me,2010,7.7,72,454876,77.0
2668,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,413568,77.0
2669,Tangled,2010,7.8,71,356808,78.0
2670,Alice in Wonderland,2010,6.5,53,352588,65.0
2671,Scott Pilgrim vs. the World,2010,7.5,69,330822,75.0
2672,Easy A,2010,7.1,72,323749,71.0
2673,127 Hours,2010,7.6,82,318253,76.0
2674,The Town,2010,7.6,74,317682,76.0
2675,The Fighter,2010,7.8,79,311699,78.0
2676,The Expendables,2010,6.5,45,303662,65.0
2677,Due Date,2010,6.6,51,299833,66.0
2678,TRON: Legacy,2010,6.8,49,292160,68.0
2679,True Grit,2010,7.6,80,278789,76.0
2680,Salt,2010,6.4,65,273963,64.0
2681,RED,2010,7.1,60,267950,71.0
2682,The Book of Eli,2010,6.9,53,266270,69.0
2683,Clash of the Titans,2010,5.8,39,252743,58.0
2684,Prince of Persia: The Sands of Time,2010,6.6,50,250677,66.0
2685,Insidious,2010,6.9,52,248231,69.0
2686,Robin Hood,2010,6.7,53,236426,67.0
2687,The A-Team,2010,6.8,47,232630,68.0
2688,The Other Guys,2010,6.7,64,217712,67.0
2689,The Twilight Saga: Eclipse,2010,5.0,58,208015,50.0
2690,Grown Ups,2010,6.0,30,206762,60.0
2691,The Tourist,2010,6.0,37,203417,60.0
2692,Megamind,2010,7.3,63,203288,73.0
2693,Predators,2010,6.4,51,196563,64.0
2694,Machete,2010,6.6,60,180317,66.0
2695,Unstoppable,2010,6.8,69,170428,68.0
2696,Knight and Day,2010,6.3,46,167707,63.0
2697,Blue Valentine,2010,7.4,81,167140,74.0
2698,The Next Three Days,2010,7.4,52,164903,74.0
2699,Love & Other Drugs,2010,6.7,55,164715,67.0
2700,Shrek Forever After,2010,6.3,58,163340,63.0
2701,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,162443,59.0
2702,Get Him to the Greek,2010,6.4,65,160057,64.0
2703,Hot Tub Time Machine,2010,6.4,63,152253,64.0
2704,Inception,2010,8.8,74,1792873,88.0
2705,Shutter Island,2010,8.1,63,980126,81.0
