,movie,year,imdb,metascore,votes,n_imdb
1778,Mission: Impossible III,2006,6.9,66,300906,69.0
1779,Lucky Number Slevin,2006,7.8,53,285976,78.0
1780,Night at the Museum,2006,6.4,48,280705,64.0
1781,Click,2006,6.4,45,278951,64.0
1782,Deja Vu,2006,7.1,59,272260,71.0
1783,Babel,2006,7.5,69,270172,75.0
1784,Apocalypto,2006,7.8,68,267137,78.0
1785,Superman Returns,2006,6.1,72,258283,61.0
1786,Ice Age: The Meltdown,2006,6.8,58,229601,68.0
1787,Crank,2006,7.0,57,218942,70.0
1788,The Holiday,2006,6.9,52,217006,69.0
1789,Perfume: The Story of a Murderer,2006,7.5,56,216260,75.0
1790,The Fast and the Furious: Tokyo Drift,2006,6.0,45,214477,60.0
1791,The Fountain,2006,7.3,51,214041,73.0
1792,Stranger Than Fiction,2006,7.6,67,204922,76.0
1793,Silent Hill,2006,6.6,31,200060,66.0
1794,Rocky Balboa,2006,7.2,63,186505,72.0
1795,Underworld: Evolution,2006,6.7,36,177824,67.0
1796,Saw III,2006,6.2,48,163818,62.0
1797,The Last King of Scotland,2006,7.7,74,163341,77.0
1798,Happy Feet,2006,6.5,77,154805,65.0
1799,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,150870,66.0
1800,The Hills Have Eyes,2006,6.4,52,146936,64.0
1801,Over the Hedge,2006,6.7,67,144956,67.0
1802,Letters from Iwo Jima,2006,7.9,89,144894,79.0
1803,She's the Man,2006,6.4,45,134603,64.0
1804,Smokin' Aces,2006,6.7,45,130425,67.0
1805,The Departed,2006,8.5,85,1051487,85.0
1806,The Prestige,2006,8.5,66,1040329,85.0
1807,300,2006,7.7,52,681978,77.0
1808,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,603210,73.0
1809,Pan's Labyrinth,2006,8.2,98,561356,82.0
1810,Casino Royale,2006,8.0,80,531204,80.0
1811,Blood Diamond,2006,8.0,64,456014,80.0
1812,X-Men: The Last Stand,2006,6.7,58,443125,67.0
1813,Children of Men,2006,7.9,84,422305,79.0
1814,Little Miss Sunshine,2006,7.8,80,403396,78.0
1815,The Pursuit of Happyness,2006,8.0,64,397885,80.0
1816,The Da Vinci Code,2006,6.6,46,365777,66.0
1817,The Illusionist,2006,7.6,68,333511,76.0
1818,The Devil Wears Prada,2006,6.9,62,332664,69.0
1819,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,328288,73.0
1820,Cars,2006,7.1,73,319462,71.0
1821,The Lives of Others,2006,8.4,89,315528,84.0
1822,Inside Man,2006,7.6,76,309454,76.0
1823,Mission: Impossible III,2006,6.9,66,300906,69.0
1824,Lucky Number Slevin,2006,7.8,53,285976,78.0
1825,Night at the Museum,2006,6.4,48,280705,64.0
1826,Click,2006,6.4,45,278951,64.0
1827,Deja Vu,2006,7.1,59,272260,71.0
1828,Babel,2006,7.5,69,270172,75.0
1829,Apocalypto,2006,7.8,68,267137,78.0
1830,Superman Returns,2006,6.1,72,258283,61.0
1831,Ice Age: The Meltdown,2006,6.8,58,229601,68.0
1832,Crank,2006,7.0,57,218942,70.0
1833,The Holiday,2006,6.9,52,217006,69.0
1834,Perfume: The Story of a Murderer,2006,7.5,56,216260,75.0
1835,The Fast and the Furious: Tokyo Drift,2006,6.0,45,214477,60.0
1836,The Fountain,2006,7.3,51,214041,73.0
1837,Stranger Than Fiction,2006,7.6,67,204922,76.0
1838,Silent Hill,2006,6.6,31,200060,66.0
1839,Rocky Balboa,2006,7.2,63,186505,72.0
1840,Underworld: Evolution,2006,6.7,36,177824,67.0
1841,Saw III,2006,6.2,48,163818,62.0
1842,The Last King of Scotland,2006,7.7,74,163341,77.0
1843,Happy Feet,2006,6.5,77,154805,65.0
1844,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,150870,66.0
1845,The Hills Have Eyes,2006,6.4,52,146936,64.0
1846,Over the Hedge,2006,6.7,67,144956,67.0
1847,Letters from Iwo Jima,2006,7.9,89,144894,79.0
1848,She's the Man,2006,6.4,45,134603,64.0
1849,Smokin' Aces,2006,6.7,45,130425,67.0
1850,No Country for Old Men,2007,8.1,91,750027,81.0
1851,I Am Legend,2007,7.2,65,622572,72.0
1852,The Bourne Ultimatum,2007,8.0,85,574499,80.0
1853,Ratatouille,2007,8.0,96,563684,80.0
1854,Transformers,2007,7.1,61,563344,71.0
1855,Pirates of the Caribbean: At World's End,2007,7.1,50,547362,71.0
1856,Into the Wild,2007,8.1,73,515559,81.0
1857,Superbad,2007,7.6,76,475222,76.0
1858,Juno,2007,7.5,81,460048,75.0
1859,There Will Be Blood,2007,8.2,93,454278,82.0
1860,Spider-Man 3,2007,6.2,59,450626,62.0
1861,Harry Potter and the Order of the Phoenix,2007,7.5,71,441710,75.0
1862,Hot Fuzz,2007,7.9,81,417037,79.0
1863,Zodiac,2007,7.7,78,380471,77.0
1864,Live Free or Die Hard,2007,7.1,69,367353,71.0
1865,American Gangster,2007,7.8,76,361299,78.0
1866,Knocked Up,2007,7.0,85,327603,70.0
1867,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,317900,74.0
1868,Ocean's Thirteen,2007,6.9,62,293013,69.0
1869,Shooter,2007,7.2,53,287798,72.0
1870,The Simpsons Movie,2007,7.3,80,287645,73.0
1871,3:10 to Yuma,2007,7.7,76,266245,77.0
1872,The Mist,2007,7.2,58,256393,72.0
1873,Shrek the Third,2007,6.1,58,249026,61.0
1874,1408,2007,6.8,64,238606,68.0
1875,28 Weeks Later,2007,7.0,78,238534,70.0
1876,Stardust,2007,7.7,66,236422,77.0
1877,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,235513,56.0
1878,Gone Baby Gone,2007,7.7,72,229694,77.0
1879,Atonement,2007,7.8,85,224331,78.0
1880,Sunshine,2007,7.3,64,216808,73.0
1881,Eastern Promises,2007,7.7,82,211480,77.0
1882,The Bucket List,2007,7.4,42,210685,74.0
1883,Ghost Rider,2007,5.2,35,206153,52.0
1884,Paranormal Activity,2007,6.3,68,205581,63.0
1885,Disturbia,2007,6.9,62,205120,69.0
1886,National Treasure: Book of Secrets,2007,6.5,48,202789,65.0
1887,P.S. I Love You,2007,7.1,39,189440,71.0
1888,Resident Evil: Extinction,2007,6.3,41,170832,63.0
1889,Grindhouse,2007,7.6,77,168125,76.0
1890,Fracture,2007,7.2,68,166259,72.0
1891,The Golden Compass,2007,6.1,51,165537,61.0
1892,Enchanted,2007,7.1,75,162876,71.0
1893,The Darjeeling Limited,2007,7.2,67,162507,72.0
1894,No Country for Old Men,2007,8.1,91,750027,81.0
1895,I Am Legend,2007,7.2,65,622572,72.0
1896,The Bourne Ultimatum,2007,8.0,85,574499,80.0
1897,Ratatouille,2007,8.0,96,563684,80.0
1898,Transformers,2007,7.1,61,563344,71.0
1899,Pirates of the Caribbean: At World's End,2007,7.1,50,547362,71.0
1900,Into the Wild,2007,8.1,73,515559,81.0
1901,Superbad,2007,7.6,76,475222,76.0
1902,Juno,2007,7.5,81,460048,75.0
1903,There Will Be Blood,2007,8.2,93,454278,82.0
1904,Spider-Man 3,2007,6.2,59,450626,62.0
1905,Harry Potter and the Order of the Phoenix,2007,7.5,71,441697,75.0
1906,Hot Fuzz,2007,7.9,81,417037,79.0
1907,Zodiac,2007,7.7,78,380471,77.0
1908,Live Free or Die Hard,2007,7.1,69,367353,71.0
1909,American Gangster,2007,7.8,76,361307,78.0
1910,Knocked Up,2007,7.0,85,327603,70.0
1911,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,317900,74.0
1912,Ocean's Thirteen,2007,6.9,62,293013,69.0
1913,Shooter,2007,7.2,53,287798,72.0
1914,The Simpsons Movie,2007,7.3,80,287645,73.0
1915,3:10 to Yuma,2007,7.7,76,266245,77.0
1916,The Mist,2007,7.2,58,256393,72.0
1917,Shrek the Third,2007,6.1,58,249026,61.0
1918,1408,2007,6.8,64,238606,68.0
1919,28 Weeks Later,2007,7.0,78,238534,70.0
1920,Stardust,2007,7.7,66,236426,77.0
1921,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,235513,56.0
1922,Gone Baby Gone,2007,7.7,72,229694,77.0
1923,Atonement,2007,7.8,85,224331,78.0
1924,Sunshine,2007,7.3,64,216808,73.0
1925,Eastern Promises,2007,7.7,82,211480,77.0
1926,The Bucket List,2007,7.4,42,210685,74.0
1927,Ghost Rider,2007,5.2,35,206153,52.0
1928,Paranormal Activity,2007,6.3,68,205581,63.0
1929,Disturbia,2007,6.9,62,205120,69.0
1930,National Treasure: Book of Secrets,2007,6.5,48,202789,65.0
1931,P.S. I Love You,2007,7.1,39,189440,71.0
1932,Resident Evil: Extinction,2007,6.3,41,170834,63.0
1933,Grindhouse,2007,7.6,77,168126,76.0
1934,Fracture,2007,7.2,68,166259,72.0
1935,The Golden Compass,2007,6.1,51,165537,61.0
1936,Enchanted,2007,7.1,75,162876,71.0
1937,The Darjeeling Limited,2007,7.2,67,162507,72.0
1938,No Country for Old Men,2007,8.1,91,750027,81.0
1939,I Am Legend,2007,7.2,65,622572,72.0
1940,The Bourne Ultimatum,2007,8.0,85,574499,80.0
1941,Ratatouille,2007,8.0,96,563684,80.0
1942,Transformers,2007,7.1,61,563344,71.0
1943,Pirates of the Caribbean: At World's End,2007,7.1,50,547362,71.0
1944,Into the Wild,2007,8.1,73,515559,81.0
1945,Superbad,2007,7.6,76,475222,76.0
1946,Juno,2007,7.5,81,460048,75.0
1947,There Will Be Blood,2007,8.2,93,454278,82.0
1948,Spider-Man 3,2007,6.2,59,450626,62.0
1949,Harry Potter and the Order of the Phoenix,2007,7.5,71,441697,75.0
1950,Hot Fuzz,2007,7.9,81,417037,79.0
1951,Zodiac,2007,7.7,78,380471,77.0
1952,Live Free or Die Hard,2007,7.1,69,367353,71.0
1953,American Gangster,2007,7.8,76,361307,78.0
1954,Knocked Up,2007,7.0,85,327603,70.0
1955,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,317900,74.0
1956,Ocean's Thirteen,2007,6.9,62,293013,69.0
1957,Shooter,2007,7.2,53,287798,72.0
1958,The Simpsons Movie,2007,7.3,80,287645,73.0
1959,3:10 to Yuma,2007,7.7,76,266245,77.0
1960,The Mist,2007,7.2,58,256393,72.0
1961,Shrek the Third,2007,6.1,58,249026,61.0
1962,1408,2007,6.8,64,238606,68.0
1963,28 Weeks Later,2007,7.0,78,238534,70.0
1964,Stardust,2007,7.7,66,236426,77.0
1965,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,235513,56.0
1966,Gone Baby Gone,2007,7.7,72,229698,77.0
1967,Atonement,2007,7.8,85,224331,78.0
1968,Sunshine,2007,7.3,64,216808,73.0
1969,Eastern Promises,2007,7.7,82,211480,77.0
1970,The Bucket List,2007,7.4,42,210685,74.0
1971,Ghost Rider,2007,5.2,35,206153,52.0
1972,Paranormal Activity,2007,6.3,68,205581,63.0
1973,Disturbia,2007,6.9,62,205120,69.0
1974,National Treasure: Book of Secrets,2007,6.5,48,202789,65.0
1975,P.S. I Love You,2007,7.1,39,189440,71.0
1976,Resident Evil: Extinction,2007,6.3,41,170834,63.0
1977,Grindhouse,2007,7.6,77,168126,76.0
1978,Fracture,2007,7.2,68,166259,72.0
1979,The Golden Compass,2007,6.1,51,165537,61.0
1980,Enchanted,2007,7.1,75,162876,71.0
1981,The Darjeeling Limited,2007,7.2,67,162507,72.0
1982,No Country for Old Men,2007,8.1,91,750027,81.0
1983,I Am Legend,2007,7.2,65,622572,72.0
1984,The Bourne Ultimatum,2007,8.0,85,574499,80.0
1985,Ratatouille,2007,8.0,96,563684,80.0
1986,Transformers,2007,7.1,61,563344,71.0
1987,Pirates of the Caribbean: At World's End,2007,7.1,50,547362,71.0
1988,Into the Wild,2007,8.1,73,515559,81.0
1989,Superbad,2007,7.6,76,475222,76.0
1990,Juno,2007,7.5,81,460048,75.0
1991,There Will Be Blood,2007,8.2,93,454278,82.0
1992,Spider-Man 3,2007,6.2,59,450626,62.0
1993,Harry Potter and the Order of the Phoenix,2007,7.5,71,441697,75.0
1994,Hot Fuzz,2007,7.9,81,417037,79.0
1995,Zodiac,2007,7.7,78,380471,77.0
1996,Live Free or Die Hard,2007,7.1,69,367353,71.0
1997,American Gangster,2007,7.8,76,361307,78.0
1998,Knocked Up,2007,7.0,85,327603,70.0
1999,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,317900,74.0
2000,Ocean's Thirteen,2007,6.9,62,293013,69.0
2001,Shooter,2007,7.2,53,287798,72.0
2002,The Simpsons Movie,2007,7.3,80,287645,73.0
2003,3:10 to Yuma,2007,7.7,76,266245,77.0
2004,The Mist,2007,7.2,58,256393,72.0
2005,Shrek the Third,2007,6.1,58,249026,61.0
2006,1408,2007,6.8,64,238606,68.0
2007,28 Weeks Later,2007,7.0,78,238534,70.0
2008,Stardust,2007,7.7,66,236426,77.0
2009,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,235513,56.0
2010,Gone Baby Gone,2007,7.7,72,229698,77.0
2011,Atonement,2007,7.8,85,224331,78.0
2012,Sunshine,2007,7.3,64,216808,73.0
2013,Eastern Promises,2007,7.7,82,211480,77.0
2014,The Bucket List,2007,7.4,42,210685,74.0
2015,Ghost Rider,2007,5.2,35,206153,52.0
2016,Paranormal Activity,2007,6.3,68,205581,63.0
2017,Disturbia,2007,6.9,62,205120,69.0
2018,National Treasure: Book of Secrets,2007,6.5,48,202789,65.0
2019,P.S. I Love You,2007,7.1,39,189440,71.0
2020,Resident Evil: Extinction,2007,6.3,41,170834,63.0
2021,Grindhouse,2007,7.6,77,168126,76.0
2022,Fracture,2007,7.2,68,166263,72.0
2023,The Golden Compass,2007,6.1,51,165537,61.0
2024,Enchanted,2007,7.1,75,162876,71.0
2025,The Darjeeling Limited,2007,7.2,67,162507,72.0
2026,No Country for Old Men,2007,8.1,91,750027,81.0
2027,I Am Legend,2007,7.2,65,622572,72.0
2028,The Bourne Ultimatum,2007,8.0,85,574499,80.0
2029,Ratatouille,2007,8.0,96,563684,80.0
2030,Transformers,2007,7.1,61,563344,71.0
2031,Pirates of the Caribbean: At World's End,2007,7.1,50,547362,71.0
2032,Into the Wild,2007,8.1,73,515559,81.0
2033,Superbad,2007,7.6,76,475222,76.0
2034,Juno,2007,7.5,81,460048,75.0
2035,There Will Be Blood,2007,8.2,93,454278,82.0
2036,Spider-Man 3,2007,6.2,59,450626,62.0
2037,Harry Potter and the Order of the Phoenix,2007,7.5,71,441697,75.0
2038,Hot Fuzz,2007,7.9,81,417037,79.0
2039,Zodiac,2007,7.7,78,380471,77.0
2040,Live Free or Die Hard,2007,7.1,69,367353,71.0
2041,American Gangster,2007,7.8,76,361307,78.0
2042,Knocked Up,2007,7.0,85,327603,70.0
2043,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,317900,74.0
2044,Ocean's Thirteen,2007,6.9,62,293013,69.0
2045,Shooter,2007,7.2,53,287798,72.0
2046,The Simpsons Movie,2007,7.3,80,287645,73.0
2047,3:10 to Yuma,2007,7.7,76,266245,77.0
2048,The Mist,2007,7.2,58,256396,72.0
2049,Shrek the Third,2007,6.1,58,249026,61.0
2050,1408,2007,6.8,64,238606,68.0
2051,28 Weeks Later,2007,7.0,78,238534,70.0
2052,Stardust,2007,7.7,66,236426,77.0
2053,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,235513,56.0
2054,Gone Baby Gone,2007,7.7,72,229698,77.0
2055,Atonement,2007,7.8,85,224338,78.0
2056,Sunshine,2007,7.3,64,216808,73.0
2057,Eastern Promises,2007,7.7,82,211480,77.0
2058,The Bucket List,2007,7.4,42,210685,74.0
2059,Ghost Rider,2007,5.2,35,206153,52.0
2060,Paranormal Activity,2007,6.3,68,205581,63.0
2061,Disturbia,2007,6.9,62,205120,69.0
2062,National Treasure: Book of Secrets,2007,6.5,48,202789,65.0
2063,P.S. I Love You,2007,7.1,39,189440,71.0
2064,Resident Evil: Extinction,2007,6.3,41,170834,63.0
2065,Grindhouse,2007,7.6,77,168126,76.0
2066,Fracture,2007,7.2,68,166263,72.0
2067,The Golden Compass,2007,6.1,51,165537,61.0
2068,Enchanted,2007,7.1,75,162876,71.0
2069,The Darjeeling Limited,2007,7.2,67,162507,72.0
2070,The Dark Knight,2008,9.0,84,2013516,90.0
2071,WALL·E,2008,8.4,95,884108,84.0
2072,Iron Man,2008,7.9,79,830506,79.0
2073,Slumdog Millionaire,2008,8.0,86,735118,80.0
2074,Gran Torino,2008,8.1,72,658943,81.0
2075,Taken,2008,7.8,50,532491,78.0
2076,The Curious Case of Benjamin Button,2008,7.8,70,529793,78.0
2077,Hancock,2008,6.4,49,403687,64.0
2078,Twilight,2008,5.2,56,387551,52.0
2079,The Incredible Hulk,2008,6.8,61,386455,68.0
2080,The Hurt Locker,2008,7.6,94,385679,76.0
2081,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,385193,62.0
2082,Quantum of Solace,2008,6.6,58,372402,66.0
2083,Kung Fu Panda,2008,7.6,73,370973,76.0
2084,In Bruges,2008,7.9,67,355875,79.0
2085,Tropic Thunder,2008,7.0,71,346696,70.0
2086,Cloverfield,2008,7.0,64,346205,70.0
2087,Wanted,2008,6.7,64,335398,67.0
2088,Yes Man,2008,6.8,46,306218,68.0
2089,Pineapple Express,2008,7.0,64,288286,70.0
2090,Burn After Reading,2008,7.0,63,283017,70.0
2091,The Wrestler,2008,7.9,81,274819,79.0
2092,Jumper,2008,6.1,35,268476,61.0
2093,Seven Pounds,2008,7.6,36,264380,76.0
2094,Forgetting Sarah Marshall,2008,7.2,67,244213,72.0
2095,Step Brothers,2008,6.9,51,242487,69.0
2096,Hellboy II: The Golden Army,2008,7.0,78,235628,70.0
